lens_id,name,graphic_dia,per_package,price,review_cnt,bc,dia,per,url,product_image,demonstration_image
130,질스튜어트 원데이 렌즈 Brilliant blue,13.6,30,37392,103,8.7,14.2,"[-0.5, -0.75, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0, -9.5, -10.0]",https://www.lensgogo.com/shop/%ec%a7%88%ec%8a%a4%ed%8a%9c%ec%96%b4%ed%8a%b8-%ec%9b%90%eb%8d%b0%ec%9d%b4-%eb%a0%8c%ec%a6%88-brilliant-blue/,['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/09/item-blue-510x340.jpg'],"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/09/Screen-Shot-2018-09-05-at-09.43.56.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/09/Screen-Shot-2018-09-05-at-09.44.26-2.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/09/Screen-Shot-2018-09-05-at-09.45.14.png']"
131,알콘 후레쉬룩 일루미네이트 Jet Black,12.8,30,28619,39,8.6,13.8,"[0.0, -0.5, -0.75, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0]",https://www.lensgogo.com/shop/illuminate-jetblack-event/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/05/illumevent-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/148_5827059-510x255.jpg']","['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/148_5827059.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/05/Freshlook_Illuminate_Rich_Brown_4.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/img_illuminate2_1.jpg']"
132,알콘 후레쉬룩 일루미네이트 Light Brown,12.8,30,28619,39,8.6,13.8,"[0.0, -0.5, -0.75, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0]",https://www.lensgogo.com/shop/illuminate-jetblack-event/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/05/illumevent-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/148_5827059-510x255.jpg']","['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/148_5827059.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/05/Freshlook_Illuminate_Rich_Brown_4.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/img_illuminate2_1.jpg']"
133,알콘 후레쉬룩 일루미네이트 Rich Brown,12.8,30,28619,39,8.6,13.8,"[0.0, -0.5, -0.75, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0]",https://www.lensgogo.com/shop/illuminate-jetblack-event/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/05/illumevent-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/148_5827059-510x255.jpg']","['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/148_5827059.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/05/Freshlook_Illuminate_Rich_Brown_4.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/img_illuminate2_1.jpg']"
134,바슈롬 레이셀 COLORS Charming Bronze,13.6,30,30793,91,8.6,14,"[-1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0]",https://www.lensgogo.com/shop/lacelle-colors-jubilee-violet/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/lacallecolors-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/197_4497791-510x255.jpg']","['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/vg.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/fg.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/cb.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/mb.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/jv.jpg']"
135,바슈롬 레이셀 COLORS Frozen Grey,13.6,30,30793,91,8.6,14,"[-1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0]",https://www.lensgogo.com/shop/lacelle-colors-jubilee-violet/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/lacallecolors-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/197_4497791-510x255.jpg']","['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/vg.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/fg.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/cb.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/mb.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/jv.jpg']"
136,바슈롬 레이셀 COLORS Jubilee Violet,13.6,30,30793,91,8.6,14,"[-1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0]",https://www.lensgogo.com/shop/lacelle-colors-jubilee-violet/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/lacallecolors-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/197_4497791-510x255.jpg']","['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/vg.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/fg.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/cb.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/mb.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/jv.jpg']"
137,바슈롬 레이셀 COLORS Majestic Blue,13.6,30,30793,91,8.6,14,"[-1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0]",https://www.lensgogo.com/shop/lacelle-colors-jubilee-violet/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/lacallecolors-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/197_4497791-510x255.jpg']","['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/vg.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/fg.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/cb.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/mb.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/jv.jpg']"
138,바슈롬 레이셀 COLORS Vivid Gold,13.6,30,30793,91,8.6,14,"[-1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0]",https://www.lensgogo.com/shop/lacelle-colors-jubilee-violet/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/lacallecolors-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/197_4497791-510x255.jpg']","['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/vg.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/fg.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/cb.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/mb.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/jv.jpg']"
139,질스튜어트 원데이 렌즈 Haute couture olives,13.6,30,37392,108,8.7,14.2,"[-0.5, -0.75, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0, -9.5, -10.0]",https://www.lensgogo.com/shop/%ec%a7%88%ec%8a%a4%ed%8a%9c%ec%96%b4%ed%8a%b8-%ec%9b%90%eb%8d%b0%ec%9d%b4-%eb%a0%8c%ec%a6%88-haute-couture-olives/,['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/09/item-olive-510x340.jpg'],"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/09/Screen-Shot-2018-09-05-at-09.43.48.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/09/Screen-Shot-2018-09-05-at-09.44.26-1.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/09/Screen-Shot-2018-09-05-at-09.45.06.png']"
140,퓨어비전 2 난시렌즈,0,6,62136,57,8.9,14.5,"[6.0, 5.75, 5.5, 5.25, 5.0, 4.75, 4.5, 4.25, 4.0, 3.75, 3.5, 3.25, 3.0, 2.75, 2.5, 2.25, 2.0, 1.75, 1.5, 1.25, 1.0, 0.75, 0.5, 0.25, 0.0, -0.25, -0.5, -0.75, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0]",https://www.lensgogo.com/shop/purevision2-toric/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/purevision2toric-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/purevision2-510x510.jpg']",['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/purevision2_astigmatism_1392.png']
141,바슈롬 바이오트루 멀티포컬,0,30,38491,51,8.6,14.2,"[-0.5, -0.75, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0]",https://www.lensgogo.com/shop/biotrue-multifocal/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/11/biotruemulti-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/11/biotrue-510x510.jpg']",['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/11/bio_true_presbyopia_2364.png']
142,클라렌 원데이,0,30,32993,57,8.6,14.2,"[-1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0, -9.5, -10.0]",https://www.lensgogo.com/shop/%ed%81%b4%eb%9d%bc%eb%a0%8c-%ec%9b%90%eb%8d%b0%ec%9d%b4-30%ea%b0%9c%eb%93%a4%ec%9d%b4/,['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/clalen1.png'],['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/Screen-Shot-2018-02-23-at-11.59.43.png']
143,바슈롬 레이셀 STARRY Earth Casual OIive,13,10,21357,104,8.6,14,"[-1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0]",https://www.lensgogo.com/shop/%eb%b0%94%ec%8a%88%eb%a1%ac-%eb%a0%88%ec%9d%b4%ec%85%80-starry-3%ea%b0%80%ec%a7%80%ec%83%89-10%ea%b0%9c%eb%93%a4%ec%9d%b4/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2019/05/bl-1-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2019/05/620-large_default-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2019/05/621-large_default-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2019/05/622-large_default-510x510.jpg']","['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2019/05/8starry7.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2019/05/9starry8.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2019/05/620-large_default.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2019/05/621-large_default.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2019/05/622-large_default.jpg']"
144,바슈롬 레이셀 STARRY Jupiter Cool Gray,13,10,21357,104,8.6,14,"[-1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0]",https://www.lensgogo.com/shop/%eb%b0%94%ec%8a%88%eb%a1%ac-%eb%a0%88%ec%9d%b4%ec%85%80-starry-3%ea%b0%80%ec%a7%80%ec%83%89-10%ea%b0%9c%eb%93%a4%ec%9d%b4/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2019/05/bl-1-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2019/05/620-large_default-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2019/05/621-large_default-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2019/05/622-large_default-510x510.jpg']","['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2019/05/8starry7.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2019/05/9starry8.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2019/05/620-large_default.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2019/05/621-large_default.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2019/05/622-large_default.jpg']"
145,바슈롬 레이셀 STARRY Venus Classic Brown,13,10,21357,104,8.6,14,"[-1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0]",https://www.lensgogo.com/shop/%eb%b0%94%ec%8a%88%eb%a1%ac-%eb%a0%88%ec%9d%b4%ec%85%80-starry-3%ea%b0%80%ec%a7%80%ec%83%89-10%ea%b0%9c%eb%93%a4%ec%9d%b4/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2019/05/bl-1-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2019/05/620-large_default-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2019/05/621-large_default-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2019/05/622-large_default-510x510.jpg']","['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2019/05/8starry7.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2019/05/9starry8.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2019/05/620-large_default.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2019/05/621-large_default.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2019/05/622-large_default.jpg']"
146,Ever Color 1 Day Natural Moist Label UV (Brown Mariage),13.8,20,32993,45,8.7,14.5,"[0.0, -0.5, -0.75, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.5, -6.5, -7.0, -7.5, -8.0]",https://www.lensgogo.com/shop/ever-color-1-day-natural-moist-label-uv-brown-mariage-20%ea%b0%9c%eb%93%a4%ec%9d%b4/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/evercolornaturallableuv-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/4547683004186_2.png']",['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/evernatu-en_02.jpg']
147,퓨어비전 2 hd,0,6,41241,36,8.6,14,"[-1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0, -9.5, -10.0, -10.5, -11.0, -11.5, -12.0]",https://www.lensgogo.com/shop/purevision-2-hd/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/purevision2-1-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/93_5028562-510x255.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/93_1763978-510x255.jpg']",['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/purevision-2-hd-blister786-131.jpg']
148,쿠퍼비전 클래리티 멀티포컬,0,30,41791,45,8.6,14.1,"[-0.25, -0.5, -0.75, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0]",https://www.lensgogo.com/shop/clariti-1-day-multifocal/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/11/claritimulti-1-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/11/claritimulti-510x510.jpg']",['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/11/trialclaritimf_2d_0001_large3-280x280-1.jpg']
149,Ever Color 1 Day Moist Label (Feminine Dew),13.8,10,24195,26,8.7,14.5,"[0.0, -0.5, -0.75, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.5, -6.0, -6.5, -7.0, -7.5, -8.0]",https://www.lensgogo.com/shop/ever-color-1-day-moist-label-feminine-dew/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/evercolormoistlabel-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/4547683003554_2.png']",['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/evercolor-1day-moist-label-colors.jpg']
150,클라렌 아이리스 알리시아 브라운,12.8,30,32993,59,8.6,14.2,"[0.0, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0, -9.5, -10.0]",https://www.lensgogo.com/shop/%ed%81%b4%eb%9d%bc%eb%a0%8c-%ec%95%84%ec%9d%b4%eb%a6%ac%ec%8a%a4-%ec%95%8c%eb%a6%ac%ec%8b%9c%ec%95%84-%eb%b8%8c%eb%9d%bc%ec%9a%b4-30%ea%b0%9c%eb%93%a4%ec%9d%b4/,['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2019/04/alicia-510x510.jpg'],"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2019/04/Screen-Shot-2019-04-01-at-4.31.53-PM.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2019/04/Screen-Shot-2019-04-01-at-4.32.11-PM.png']"
151,바슈롬 레이셀 DIAMOND D-Aqua,12.9,30,30793,44,8.6,14.2,"[-1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0]",https://www.lensgogo.com/shop/diamond/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/lacelle-diamond-daily-by-bausch-lomb-30pcs-in-box.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/97194-bld30_pinkrose.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/208_4731899-510x255.jpg']","['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/diamond_pink.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/diamond_brown.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/diamond_aqua.png']"
152,바슈롬 레이셀 DIAMOND D-Brown,12.9,30,30793,44,8.6,14.2,"[-1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0]",https://www.lensgogo.com/shop/diamond/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/lacelle-diamond-daily-by-bausch-lomb-30pcs-in-box.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/97194-bld30_pinkrose.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/208_4731899-510x255.jpg']","['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/diamond_pink.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/diamond_brown.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/diamond_aqua.png']"
153,바슈롬 레이셀 DIAMOND D-Pink,12.9,30,30793,44,8.6,14.2,"[-1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0]",https://www.lensgogo.com/shop/diamond/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/lacelle-diamond-daily-by-bausch-lomb-30pcs-in-box.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/97194-bld30_pinkrose.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/208_4731899-510x255.jpg']","['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/diamond_pink.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/diamond_brown.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/diamond_aqua.png']"
154,I-DOL Canna Roze 1년용 Beige Brown,13.4,1,15965,43,8.6,14,"[0.0, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.5, -6.0, -6.5, -7.0, -7.5, -8.0]",https://www.lensgogo.com/shop/i-dol-canna-roze-1%eb%85%84%ec%9a%a9-2%ea%b0%9c%eb%93%a4%ec%9d%b4/,['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/04/cannaroze-510x510.jpg'],"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/04/cannarozedetail.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/04/beige.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/04/charcoal.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/04/nudebrown.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/04/olivegreen.png']"
155,I-DOL Canna Roze 1년용 Charcoal Gray,13.4,1,15965,43,8.6,14,"[0.0, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.5, -6.0, -6.5, -7.0, -7.5, -8.0]",https://www.lensgogo.com/shop/i-dol-canna-roze-1%eb%85%84%ec%9a%a9-2%ea%b0%9c%eb%93%a4%ec%9d%b4/,['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/04/cannaroze-510x510.jpg'],"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/04/cannarozedetail.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/04/beige.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/04/charcoal.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/04/nudebrown.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/04/olivegreen.png']"
