lens_id,name,graphic_dia,per_package,price,review_cnt,bc,dia,per,url,product_image,demonstration_image
1,아큐브 래디언트 브라이트,12.5,30,27000,7666,8.5,14.2,"[0.0, -0.5, -0.75, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0]",https://www.lensgogo.com/shop/%ec%95%84%ed%81%90%eb%b8%8c-%eb%9e%98%eb%94%94%ec%96%b8%ed%8a%b8-%eb%b8%8c%eb%9d%bc%ec%9d%b4%ed%8a%b8/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/07/definebright-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/07/140_3531986-510x255.jpg']","['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/07/bright-case.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/07/newDefine05.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/09/newDefine03_lens03.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/07/newDefine04-2.jpg']"
2,쿠퍼비전 바이오피니티,0,6,25750,9362,8.6,14,"[-0.5, -0.75, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0, -9.5, -10.0, -10.5, -11.0, -11.5, -12.0]",https://www.lensgogo.com/shop/%ec%bf%a0%ed%8d%bc%eb%b9%84%ec%a0%84-%eb%b0%94%ec%9d%b4%ec%98%a4%ed%94%bc%eb%8b%88%ed%8b%b0-6%ea%b0%9c/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/08/biofinity-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/37_5929476-510x255.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/37_3497709-510x255.jpg']","['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/biofinity.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/bio.jpg']"
3,데일리스 토탈원 워터렌즈 강소라 렌즈,0,90,84900,10096,8.5,14.1,"[-1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0]",https://www.lensgogo.com/shop/%eb%8d%b0%ec%9d%bc%eb%a6%ac%ec%8a%a4-%ed%86%a0%ed%83%88%ec%9b%90-%ec%9b%8c%ed%84%b0%eb%a0%8c%ec%a6%88-%ea%b0%95%ec%86%8c%eb%9d%bc-%eb%a0%8c%ec%a6%88-90%ea%b0%9c/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/11/total190-560280-510x255.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/104_4274035-510x255.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/11/alcon-dailies-total-1-90-pack-1646588663.jpg']",['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/water-gradient.png']
4,아큐브 비비드 스타일,12.5,30,27000,4746,8.5,14.2,"[0.0, -0.5, -0.75, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0]",https://www.lensgogo.com/shop/%ec%95%84%ed%81%90%eb%b8%8c-%eb%b9%84%eb%b9%84%eb%93%9c-%ec%8a%a4%ed%83%80%ec%9d%bc/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/definevivid-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/82_3128180-510x255.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/vivid-style.png']","['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/vivid-case.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/09/newDefine05-1.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/09/newDefine03_lens06.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/newDefine04.jpg']"
5,아큐브 내츄럴 샤인,12.5,30,27000,5547,8.5,14.2,"[0.0, -0.5, -0.75, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0]",https://www.lensgogo.com/shop/%ec%95%84%ed%81%90%eb%b8%8c-%eb%82%b4%ec%b8%84%eb%9f%b4-%ec%83%a4%ec%9d%b8/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/08/defineshine-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/79_6194658-510x255.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/natural-shine.png']","['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/natural-case.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/09/newDefine05-1.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/natural.png']"
6,바슈롬 원데이 소프렌 데일리,0,90,44500,6872,8.6,14.2,"[-0.5, -0.75, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0]",https://www.lensgogo.com/shop/%eb%b0%94%ec%8a%88%eb%a1%ac-%ec%9b%90%eb%8d%b0%ec%9d%b4-%ec%86%8c%ed%94%84%eb%a0%8c-%eb%8d%b0%ec%9d%bc%eb%a6%ac-90%ea%b0%9c/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/08/soflens90-560280-510x255.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/85_1016766-510x255.jpg']","['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/soflen.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/softlen_01_c2.jpg']"
7,원데이 아큐브 모이스트,0,90,54000,7851,8.5,14.2,"[-0.5, -0.75, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0, -9.5, -10.0, -10.5, -11.0, -11.5, -12.0]",https://www.lensgogo.com/shop/%ec%9b%90%eb%8d%b0%ec%9d%b4-%ec%95%84%ed%81%90%eb%b8%8c-%eb%aa%a8%ec%9d%b4%ec%8a%a4%ed%8a%b8-90%ea%b0%9c/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/05/moist90-560280-510x255.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/05/lens_j1m-2.jpg']",['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/05/%EC%82%AC%EB%B3%B8-lensdata_j1m90.jpg']
8,아큐브 오아시스 2주,0,6,22000,3641,8.4,14,"[-0.5, -0.75, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0, -9.5, -10.0, -10.5, -11.0, -11.5, -12.0]",https://www.lensgogo.com/shop/%ec%95%84%ed%81%90%eb%b8%8c-%ec%98%a4%ec%95%84%ec%8b%9c%ec%8a%a4-2%ec%a3%bc-6%ea%b0%9c/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/08/acuvue-oasys-2-week-with-hydraclear-plus-6box-contact-lenses-acuvuer-1-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/28_8414970-510x255.jpg']","['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/oasys.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/acuvue-oasys-banner1b.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/img_oasys.png']"
9,아큐브 래디언트 스윗,12.5,30,27000,4166,8.5,14.2,"[0.0, -0.5, -0.75, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0]",https://www.lensgogo.com/shop/%ec%95%84%ed%81%90%eb%b8%8c-%eb%9e%98%eb%94%94%ec%96%b8%ed%8a%b8-%ec%8a%a4%ec%9c%97/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/11/definesweet-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/82_3128180-510x255.jpg']","['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/82_3128180.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/09/newDefine05-1.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/09/newDefine03_lens01.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/11/define-banner.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/11/radiant-sweet-banner.jpg']"
10,바슈롬 원데이 소프렌 데일리,0,30,15900,4528,8.6,14.2,"[-0.5, -0.75, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0]",https://www.lensgogo.com/shop/%eb%b0%94%ec%8a%88%eb%a1%ac-%ec%9b%90%eb%8d%b0%ec%9d%b4-%ec%86%8c%ed%94%84%eb%a0%8c-%eb%8d%b0%ec%9d%bc%eb%a6%ac-30%ea%b0%9c%eb%93%a4%ec%9d%b4/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/09/soflensdaily-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/85_1016766-510x255.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/85_6969603-510x255.jpg']","['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/soflen.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/softlen_01_c2.jpg']"
11,아큐브 래디언트 차밍,12.5,30,27000,3975,8.5,14.2,"[0.0, -0.5, -0.75, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0]",https://www.lensgogo.com/shop/%ec%95%84%ed%81%90%eb%b8%8c-%eb%9e%98%eb%94%94%ec%96%b8%ed%8a%b8-%ec%b0%a8%eb%b0%8d/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/definecharm-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/141_9243959-510x255.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/radiant-charming.png']","['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/charming-case.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/09/newDefine05-1.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/09/newDefine03_lens04.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/newDefine02-1.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/newDefine01.jpg']"
12,아큐브 오아시스 원데이,0,90,84267,6426,8.5,14.3,"[-0.5, -0.75, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0, -9.5, -10.0, -10.5, -11.0, -11.5, -12.0]",https://www.lensgogo.com/shop/%ec%95%84%ed%81%90%eb%b8%8c-%ec%98%a4%ec%95%84%ec%8b%9c%ec%8a%a4-%ec%9b%90%eb%8d%b0%ec%9d%b4-90%ea%b0%9c/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/08/oasys90-560280-510x255.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/122_2916181.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/11/oasys_1day_90_3_2_1-510x510.jpg']",['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/new-oasys.png']
13,아큐브 래디언트 시크,12.5,30,27000,4506,8.5,14.2,"[0.0, -0.5, -0.75, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0]",https://www.lensgogo.com/shop/%ec%95%84%ed%81%90%eb%b8%8c-%eb%9e%98%eb%94%94%ec%96%b8%ed%8a%b8-%ec%8b%9c%ed%81%ac/,['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/07/definechic-510x510.jpg'],"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/09/newDefine05-1.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/09/newDefine03_lens02.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/07/Screen-Shot-2018-07-19-at-10.53.09.png']"
14,쿠퍼비전 바이오피니티 난시 렌즈,0,3,26000,4707,8.7,14.5,"[8.0, 7.5, 7.0, 6.5, 6.0, 5.75, 5.5, 5.25, 5.0, 4.75, 4.5, 4.25, 4.0, 3.75, 3.5, 3.25, 3.0, 2.75, 2.5, 2.25, 2.0, 1.75, 1.5, 1.25, 1.0, 0.75, 0.5, 0.25, 0.0, -0.25, -0.5, -0.75, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0, -9.5, -10.0]",https://www.lensgogo.com/shop/biofinity-toric/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/07/biofinity-toric-1-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/07/biofinitytoric-510x510.jpg']",['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/39_1671894-1.jpg']
15,데일리스 토탈원 워터렌즈 강소라 렌즈,0,30,30000,4700,8.5,14.1,"[-0.5, -0.75, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0, -9.5]",https://www.lensgogo.com/shop/%ec%9b%8c%ed%84%b0%eb%a0%8c%ec%a6%88/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/total130-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/104_4274035-510x255.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/104_3947122-510x255.jpg']","['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/water-gradient.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/1516696898524.jpg']"
16,아큐브 액센트 스타일,12.5,30,27000,2741,8.5,14.2,"[0.0, -0.5, -0.75, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0]",https://www.lensgogo.com/shop/%ec%95%84%ed%81%90%eb%b8%8c-%ec%95%a1%ec%84%bc%ed%8a%b8-%ec%8a%a4%ed%83%80%ec%9d%bc/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/accent-1-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/76_4404374-510x255.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/accent-style.png']","['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/define-blue-case-2.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/09/newDefine05-1.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/accent-style.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/newDefine04.jpg']"
17,원데이 아큐브 트루아이,0,30,24000,2719,8.5,14.2,"[-0.5, -0.75, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0, -9.5, -10.0, -10.5, -11.0, -11.5, -12.0]",https://www.lensgogo.com/shop/%ec%9b%90%eb%8d%b0%ec%9d%b4-%ec%95%84%ed%81%90%eb%b8%8c-%ed%8a%b8%eb%a3%a8%ec%95%84%ec%9d%b4-30%ea%b0%9c/,['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2019/03/1day-acuvue-trueye-510x510.jpg'],['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2019/03/lensdata_j1t.jpg']
18,원데이 아큐브 모이스트 난시 렌즈,0,30,34000,3758,8.5,14.5,"[0.0, -0.25, -0.5, -0.75, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0]",https://www.lensgogo.com/shop/%ec%9b%90%eb%8d%b0%ec%9d%b4-%ec%95%84%ed%81%90%eb%b8%8c-%eb%aa%a8%ec%9d%b4%ec%8a%a4%ed%8a%b8-%eb%82%9c%ec%8b%9c-%eb%a0%8c%ec%a6%88-%ed%86%a0%eb%a6%ad-30%ea%b0%9c-%eb%93%a4%ec%9d%b4-2/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/10/moisttoric-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/10/moistastigmatism-510x510.jpg']","['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/moist-toric.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/07/Generic_upp_Shelfpage_banner.png']"
19,원데이 아큐브 모이스트,0,30,21000,2300,8.5,14.2,"[-0.5, -0.75, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0, -9.5, -10.0, -10.5, -11.0, -11.5, -12.0]",https://www.lensgogo.com/shop/%ec%9b%90%eb%8d%b0%ec%9d%b4-%ec%95%84%ed%81%90%eb%b8%8c-%eb%aa%a8%ec%9d%b4%ec%8a%a4%ed%8a%b8/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/08/moist30-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/05/lens_j1m-2.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/05/IMAGE-2017-08-24-113832-510x255.jpg']",['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/07/Generic_upp_Shelfpage_banner.png']
20,데일리스 아쿠아 컴포트 플러스 (Comfort Plus),0,30,18696,2329,8.7,14,"[-0.5, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0, -9.5, -10.0]",https://www.lensgogo.com/shop/dalies-aqua-comfort-plus/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/Dailies30_Web.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/55_8183404-510x255.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/55_6190961-510x255.jpg']",['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/dailes-aqua-comfort.png']
21,아큐브 오아시스 2주 (BC 8.8),0,6,22000,1841,8.8,14,"[-0.5, -0.75, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0, -9.5, -10.0, -10.5, -11.0, -11.5, -12.0]",https://www.lensgogo.com/shop/%ec%95%84%ed%81%90%eb%b8%8c-%ec%98%a4%ec%95%84%ec%8b%9c%ec%8a%a4-2%ec%a3%bc-bc-8-8-6%ea%b0%9c-%eb%93%a4%ec%9d%b4/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/08/acuvue-oasys-2-week-with-hydraclear-plus-6box-contact-lenses-acuvuer-1-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/28_8414970-510x255.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/28_2612868-510x255.jpg']","['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/oasys.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/img_oasys.png']"
22,바슈롬 원데이 소프렌 데일리 난시렌즈,0,30,29000,1870,8.6,14.2,"[0.0, -0.25, -0.5, -0.75, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0]",https://www.lensgogo.com/shop/%eb%b0%94%ec%8a%88%eb%a1%ac-%ec%86%8c%ed%94%84%eb%a0%8c%eb%8d%b0%ec%9d%bc%eb%a6%ac-%eb%82%9c%ec%8b%9c%ec%a0%84%ec%9a%a9%ed%86%a0%eb%a6%ad-30%ea%b0%9c-%eb%93%a4%ec%9d%b4/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/07/soflens-daily-disposable-for-astigmatism-_30pcs_.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/07/soflensastag-510x510.jpg']",['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/07/softlens_daily_astigmatism_1137.png']
23,아큐브 오아시스 난시 렌즈,0,6,34000,2226,8.6,14.5,"[6.0, 5.75, 5.5, 5.25, 5.0, 4.75, 4.5, 4.25, 4.0, 3.75, 3.5, 3.25, 3.0, 2.75, 2.5, 2.25, 2.0, 1.75, 1.5, 1.25, 1.0, 0.75, 0.5, 0.25, 0.0, -0.25, -0.5, -0.75, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0, -6.5, -7.0, -7.5, -8.0, -8.5, -9.0]",https://www.lensgogo.com/shop/%ec%95%84%ed%81%90%eb%b8%8c-%ec%98%a4%ec%95%84%ec%8b%9c%ec%8a%a4-%eb%82%9c%ec%8b%9c-%eb%a0%8c%ec%a6%88-%ed%86%a0%eb%a6%ad-6%ea%b0%9c%eb%93%a4%ec%9d%b4/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/09/oasys2weekstoric-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/09/oasys2weeks-510x510.jpg']",['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/09/oasys2weekslens.jpg']
24,아큐브 오아시스 원데이 난시 렌즈,0,30,43000,2036,8.5,14.3,"[0.0, -0.25, -0.5, -0.75, -1.0, -1.25, -1.5, -1.75, -2.0, -2.25, -2.5, -2.75, -3.0, -3.25, -3.5, -3.75, -4.0, -4.25, -4.5, -4.75, -5.0, -5.25, -5.5, -5.75, -6.0]",https://www.lensgogo.com/shop/%ec%95%84%ed%81%90%eb%b8%8c-%ec%98%a4%ec%95%84%ec%8b%9c%ec%8a%a4-%ec%9b%90%eb%8d%b0%ec%9d%b4-%eb%82%9c%ec%8b%9c-%eb%a0%8c%ec%a6%88-%ed%86%a0%eb%a6%ad-30%ea%b0%9c%eb%93%a4%ec%9d%b4/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/05/oasys1daytoric-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/10/oasys30astig-510x510.jpg']","['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/11/acuvue-oasys-for-astigmatism-blister786-131.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/17oasys_cnt01.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/17oasys_cnt02.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/17oasys_cnt04.png']"
